Date,daily_crashes,persons_injured,persons_killed,ped_injured,cyc_injured,motorist_injured,city_daily_volume,city_seg_count,vol_M,temp_F,precip_mm,year,month,dow_num,day_of_week,is_weekend,injury_rate,total_inj_by_type
2014-12-13,594,138.0,1.0,42,3,93,32072.0,3,0.032072,33.5,0.0,2014,12,5,Saturday,1,0.23232323232323232,138
2014-12-14,439,130.0,1.0,21,4,105,28608.0,3,0.028608,36.3,0.0,2014,12,6,Sunday,1,0.296127562642369,130
2014-12-15,720,166.0,0.0,52,6,108,31149.0,3,0.031149,36.7,0.0,2014,12,0,Monday,0,0.23055555555555557,166
2014-12-16,646,171.0,1.0,70,12,89,30675.0,3,0.030675,40.1,3.0,2014,12,1,Tuesday,0,0.2647058823529412,171
2014-12-17,555,139.0,1.0,44,12,83,23183.0,4,0.023183,44.4,0.5,2014,12,2,Wednesday,0,0.25045045045045045,139
2014-12-18,621,121.0,0.0,35,3,83,28566.0,3,0.028566,37.0,0.0,2014,12,3,Thursday,0,0.19484702093397746,121
2014-12-19,652,157.0,0.0,35,4,118,26230.0,3,0.02623,33.2,0.0,2014,12,4,Friday,0,0.24079754601226994,157
2014-12-20,505,113.0,0.0,28,2,83,28102.0,2,0.028102,29.8,0.0,2014,12,5,Saturday,1,0.22376237623762377,113
2014-12-21,409,87.0,0.0,13,5,69,25138.0,2,0.025138,32.6,0.0,2014,12,6,Sunday,1,0.21271393643031786,87
2015-01-04,381,109.0,1.0,29,4,76,42555.0,2,0.042555,49.2,7.2,2015,1,6,Sunday,1,0.28608923884514437,109
2015-01-05,498,144.0,2.0,39,8,97,45089.0,2,0.045089,34.1,0.0,2015,1,0,Monday,0,0.2891566265060241,144
2015-01-06,777,142.0,0.0,27,2,113,36516.0,3,0.036516,21.8,1.2,2015,1,1,Tuesday,0,0.18275418275418276,142
2015-01-07,538,151.0,0.0,31,3,117,37461.0,3,0.037461,19.1,0.0,2015,1,2,Wednesday,0,0.28066914498141265,151
2015-01-08,573,117.0,0.0,40,7,70,37617.0,3,0.037617,13.9,0.0,2015,1,3,Thursday,0,0.20418848167539266,117
2015-01-09,751,153.0,2.0,55,4,94,38075.0,3,0.038075,24.9,0.9,2015,1,4,Friday,0,0.20372836218375498,153
2015-01-10,481,112.0,0.0,26,3,83,24263.0,4,0.024263,18.4,0.0,2015,1,5,Saturday,1,0.23284823284823286,112
2015-01-11,341,66.0,0.0,18,1,47,19052.0,4,0.019052,24.2,0.0,2015,1,6,Sunday,1,0.1935483870967742,66
2015-01-12,580,157.0,0.0,50,5,102,30734.0,4,0.030734,33.5,12.4,2015,1,0,Monday,0,0.2706896551724138,157
2015-01-13,613,142.0,1.0,41,4,97,43120.0,5,0.04312,25.9,1.1,2015,1,1,Tuesday,0,0.23164763458401305,142
2015-01-14,506,115.0,1.0,27,3,85,43903.0,3,0.043903,23.5,0.0,2015,1,2,Wednesday,0,0.22727272727272727,115
2015-01-15,548,123.0,0.0,37,6,80,44910.0,3,0.04491,27.2,0.0,2015,1,3,Thursday,0,0.22445255474452555,123
2015-01-16,563,114.0,1.0,40,3,71,44866.0,3,0.044866,29.5,0.0,2015,1,4,Friday,0,0.2024866785079929,114
2015-01-17,495,110.0,1.0,30,5,75,54992.0,3,0.054992,21.9,0.0,2015,1,5,Saturday,1,0.2222222222222222,110
2015-01-18,961,228.0,0.0,39,5,184,25160.0,4,0.02516,34.9,34.1,2015,1,6,Sunday,1,0.2372528616024974,228
2015-01-19,496,102.0,1.0,13,2,87,27635.0,4,0.027635,33.3,0.0,2015,1,0,Monday,0,0.2056451612903226,102
2015-01-20,500,92.0,0.0,32,8,52,38261.0,8,0.038261,32.8,0.0,2015,1,1,Tuesday,0,0.184,92
2015-01-21,495,80.0,0.0,26,5,49,40566.0,4,0.040566,27.7,0.1,2015,1,2,Wednesday,0,0.16161616161616163,80
2015-01-22,508,98.0,0.0,26,10,62,41581.0,4,0.041581,31.8,0.4,2015,1,3,Thursday,0,0.19291338582677164,98
2015-01-23,598,117.0,2.0,33,3,81,44152.0,5,0.044152,30.1,0.0,2015,1,4,Friday,0,0.1956521739130435,117
2015-01-24,428,66.0,0.0,17,1,48,11449.0,5,0.011449,32.7,21.8,2015,1,5,Saturday,1,0.1542056074766355,66
2015-01-25,406,107.0,0.0,13,2,92,10702.0,3,0.010702,29.9,0.0,2015,1,6,Sunday,1,0.26354679802955666,107
2015-01-26,484,80.0,0.0,21,0,59,3459.0,3,0.003459,23.7,5.8,2015,1,0,Monday,0,0.1652892561983471,80
2015-02-06,652,98.0,0.0,31,3,64,1009.0,1,0.001009,8.9,0.0,2015,2,4,Friday,0,0.15030674846625766,98
2015-02-07,449,116.0,0.0,19,6,91,50537.0,4,0.050537,19.8,0.0,2015,2,5,Saturday,1,0.2583518930957684,116
2015-02-08,394,85.0,0.0,18,4,63,48179.0,3,0.048179,32.5,0.1,2015,2,6,Sunday,1,0.21573604060913706,85
2015-02-09,547,111.0,2.0,31,3,77,55630.0,3,0.05563,26.4,3.9,2015,2,0,Monday,0,0.20292504570383912,111
2015-02-10,571,114.0,0.0,27,4,83,42453.0,4,0.042453,27.1,0.3,2015,2,1,Tuesday,0,0.19964973730297722,114
2015-02-11,610,131.0,1.0,40,7,84,42260.0,4,0.04226,23.3,0.0,2015,2,2,Wednesday,0,0.21475409836065573,131
2015-02-12,526,110.0,0.0,30,4,76,42500.0,4,0.0425,26.3,0.4,2015,2,3,Thursday,0,0.20912547528517111,110
2015-02-13,757,147.0,0.0,41,6,100,38291.0,4,0.038291,9.8,0.0,2015,2,4,Friday,0,0.19418758256274768,147
2015-02-14,436,69.0,0.0,15,1,53,35866.0,4,0.035866,18.4,1.0,2015,2,5,Saturday,1,0.15825688073394495,69
2015-02-15,454,87.0,0.0,18,4,65,32547.0,4,0.032547,12.9,1.4,2015,2,6,Sunday,1,0.19162995594713655,87
2015-02-16,403,74.0,0.0,16,4,54,14671.0,4,0.014671,6.9,0.0,2015,2,0,Monday,0,0.18362282878411912,74
2015-02-17,620,109.0,1.0,27,0,82,3123.0,6,0.003123,17.0,3.0,2015,2,1,Tuesday,0,0.17580645161290323,109
2015-02-18,626,123.0,1.0,29,5,89,12746.0,4,0.012746,16.8,0.0,2015,2,2,Wednesday,0,0.1964856230031949,123
2015-02-19,515,78.0,1.0,24,1,53,30205.0,4,0.030205,13.9,0.0,2015,2,3,Thursday,0,0.15145631067961166,78
2015-02-20,621,114.0,3.0,32,3,79,31276.0,4,0.031276,5.0,0.0,2015,2,4,Friday,0,0.18357487922705315,114
2015-02-21,517,93.0,0.0,16,1,76,26435.0,4,0.026435,15.6,10.3,2015,2,5,Saturday,1,0.17988394584139264,93
2015-02-22,519,117.0,1.0,24,3,90,21988.0,4,0.021988,32.7,7.2,2015,2,6,Sunday,1,0.2254335260115607,117
2015-02-23,574,93.0,1.0,22,1,70,29842.0,4,0.029842,19.4,0.0,2015,2,0,Monday,0,0.16202090592334495,93
2015-02-24,580,107.0,0.0,36,4,67,31550.0,4,0.03155,7.7,0.0,2015,2,1,Tuesday,0,0.18448275862068966,107
2015-02-25,628,138.0,0.0,35,2,101,31391.0,4,0.031391,19.2,0.0,2015,2,2,Wednesday,0,0.2197452229299363,138
2015-02-26,539,92.0,1.0,23,0,69,31962.0,4,0.031962,20.6,0.8,2015,2,3,Thursday,0,0.17068645640074212,92
2015-02-27,703,120.0,2.0,36,3,81,33491.0,4,0.033491,15.9,0.0,2015,2,4,Friday,0,0.17069701280227595,120
2015-02-28,538,131.0,0.0,22,1,108,28962.0,3,0.028962,13.7,0.0,2015,2,5,Saturday,1,0.24349442379182157,131
2015-03-01,693,134.0,1.0,14,1,119,19446.0,6,0.019446,21.7,11.7,2015,3,6,Sunday,1,0.19336219336219337,134
2015-03-02,650,125.0,1.0,37,0,88,21424.0,11,0.021424,29.5,0.3,2015,3,0,Monday,0,0.19230769230769232,125
2015-03-03,631,95.0,0.0,25,2,68,22627.0,5,0.022627,22.0,10.6,2015,3,1,Tuesday,0,0.15055467511885895,95
2015-03-04,574,78.0,0.0,22,3,53,19281.0,4,0.019281,37.5,4.9,2015,3,2,Wednesday,0,0.13588850174216027,78
2015-03-05,830,91.0,0.0,17,2,72,3318.0,4,0.003318,28.3,18.8,2015,3,3,Thursday,0,0.10963855421686747,91
2015-03-06,939,142.0,0.0,35,4,103,14609.0,5,0.014609,13.4,0.0,2015,3,4,Friday,0,0.15122470713525027,142
2015-03-07,578,106.0,1.0,13,2,91,32024.0,5,0.032024,16.8,0.0,2015,3,5,Saturday,1,0.18339100346020762,106
2015-03-08,464,115.0,0.0,15,4,96,43999.0,3,0.043999,30.9,0.0,2015,3,6,Sunday,1,0.2478448275862069,115
2015-03-09,661,155.0,1.0,35,4,116,65095.0,4,0.065095,33.6,0.1,2015,3,0,Monday,0,0.2344931921331316,155
2015-03-10,584,144.0,0.0,46,6,92,69074.0,4,0.069074,36.8,6.3,2015,3,1,Tuesday,0,0.2465753424657534,144
2015-03-11,565,132.0,0.0,25,6,101,69774.0,4,0.069774,42.1,3.4,2015,3,2,Wednesday,0,0.2336283185840708,132
2015-03-12,586,112.0,0.0,31,9,72,72732.0,4,0.072732,35.6,0.0,2015,3,3,Thursday,0,0.19112627986348124,112
2015-03-13,609,158.0,0.0,31,8,119,71174.0,4,0.071174,30.9,0.0,2015,3,4,Friday,0,0.2594417077175698,158
2015-03-14,507,137.0,0.0,45,4,88,27412.0,10,0.027412,38.0,20.5,2015,3,5,Saturday,1,0.2702169625246548,137
2015-03-15,459,94.0,0.0,16,3,75,15478.0,4,0.015478,38.5,0.0,2015,3,6,Sunday,1,0.2047930283224401,94
2015-03-16,529,99.0,1.0,22,8,69,20558.0,4,0.020558,36.7,0.0,2015,3,0,Monday,0,0.18714555765595464,99
2015-03-17,528,106.0,1.0,28,5,73,20363.0,4,0.020363,41.5,0.8,2015,3,1,Tuesday,0,0.20075757575757575,106
2015-03-18,547,113.0,1.0,16,5,92,20761.0,4,0.020761,30.7,0.0,2015,3,2,Wednesday,0,0.20658135283363802,113
2015-03-19,582,110.0,0.0,27,7,76,22019.0,4,0.022019,29.3,0.0,2015,3,3,Thursday,0,0.18900343642611683,110
2015-03-20,570,154.0,4.0,34,5,115,20579.0,4,0.020579,30.4,11.0,2015,3,4,Friday,0,0.27017543859649124,154
2015-03-21,508,119.0,0.0,26,2,91,18721.0,4,0.018721,36.3,0.1,2015,3,5,Saturday,1,0.234251968503937,119
2015-03-22,432,125.0,0.0,14,9,102,16484.0,4,0.016484,33.6,0.0,2015,3,6,Sunday,1,0.28935185185185186,125
2015-03-23,586,100.0,0.0,31,6,63,20691.0,4,0.020691,26.2,0.0,2015,3,0,Monday,0,0.17064846416382254,100
2015-03-24,601,120.0,1.0,30,5,85,20333.0,4,0.020333,31.2,0.0,2015,3,1,Tuesday,0,0.19966722129783693,120
2015-03-25,538,154.0,1.0,37,6,111,19984.0,4,0.019984,35.2,2.0,2015,3,2,Wednesday,0,0.2862453531598513,154
2015-03-26,525,132.0,0.0,29,7,96,20796.0,4,0.020796,48.2,7.9,2015,3,3,Thursday,0,0.25142857142857145,132
2015-03-27,532,84.0,0.0,20,7,57,20308.0,4,0.020308,40.5,6.5,2015,3,4,Friday,0,0.15789473684210525,84
2015-03-28,459,90.0,0.0,13,4,73,19449.0,4,0.019449,34.7,0.0,2015,3,5,Saturday,1,0.19607843137254902,90
2015-03-29,505,102.0,0.0,7,9,86,15768.0,4,0.015768,33.4,0.0,2015,3,6,Sunday,1,0.201980198019802,102
2015-03-30,556,138.0,0.0,15,11,112,37803.0,8,0.037803,40.5,0.1,2015,3,0,Monday,0,0.24820143884892087,138
2015-03-31,628,117.0,0.0,40,7,70,68045.0,8,0.068045,36.7,5.3,2015,3,1,Tuesday,0,0.18630573248407642,117
2015-04-01,648,140.0,3.0,22,12,106,86208.0,3,0.086208,38.9,0.0,2015,4,2,Wednesday,0,0.21604938271604937,140
2015-04-02,653,130.0,2.0,28,5,97,87478.0,3,0.087478,45.8,0.9,2015,4,3,Thursday,0,0.1990811638591118,130
2015-04-03,491,109.0,0.0,34,3,72,87041.0,3,0.087041,55.5,5.4,2015,4,4,Friday,0,0.2219959266802444,109
2015-04-04,507,135.0,0.0,30,9,96,80123.0,3,0.080123,49.3,1.9,2015,4,5,Saturday,1,0.26627218934911245,135
2015-04-05,422,128.0,3.0,14,9,105,73611.0,3,0.073611,45.8,0.0,2015,4,6,Sunday,1,0.3033175355450237,128
2015-04-06,510,110.0,0.0,24,6,80,80198.0,3,0.080198,48.9,0.3,2015,4,0,Monday,0,0.21568627450980393,110
2015-04-07,452,105.0,0.0,23,5,77,76661.0,3,0.076661,50.5,3.4,2015,4,1,Tuesday,0,0.2323008849557522,105
2015-04-08,457,82.0,0.0,13,6,63,67908.0,3,0.067908,41.2,0.5,2015,4,2,Wednesday,0,0.17943107221006566,82
2015-04-09,452,87.0,1.0,14,9,64,79599.0,3,0.079599,39.3,0.2,2015,4,3,Thursday,0,0.19247787610619468,87
2015-04-10,486,128.0,0.0,27,10,91,82895.0,3,0.082895,48.1,0.7,2015,4,4,Friday,0,0.26337448559670784,128
2015-04-11,576,130.0,0.0,16,6,108,83919.0,3,0.083919,50.6,0.0,2015,4,5,Saturday,1,0.22569444444444445,130
2015-04-12,443,129.0,1.0,14,9,106,75574.0,3,0.075574,48.5,0.0,2015,4,6,Sunday,1,0.291196388261851,129
2015-04-13,554,126.0,0.0,25,16,85,81700.0,3,0.0817,52.4,0.0,2015,4,0,Monday,0,0.22743682310469315,126
2015-04-14,542,115.0,0.0,16,9,90,82538.0,3,0.082538,55.5,1.0,2015,4,1,Tuesday,0,0.21217712177121772,115
2015-04-15,595,148.0,0.0,36,17,95,68802.0,10,0.068802,55.4,0.0,2015,4,2,Wednesday,0,0.24873949579831933,148
2015-04-16,560,113.0,1.0,25,12,76,52039.0,14,0.052039,50.9,0.0,2015,4,3,Thursday,0,0.2017857142857143,113
2015-04-17,679,181.0,0.0,29,13,139,40190.0,3,0.04019,57.8,3.6,2015,4,4,Friday,0,0.2665684830633284,181
2015-04-18,605,182.0,2.0,25,12,145,28021.0,3,0.028021,61.4,0.0,2015,4,5,Saturday,1,0.30082644628099175,182
2015-04-19,471,139.0,0.0,12,15,112,27505.0,3,0.027505,50.7,0.0,2015,4,6,Sunday,1,0.2951167728237792,139
2015-04-20,630,138.0,1.0,33,3,102,38933.0,3,0.038933,51.7,26.8,2015,4,0,Monday,0,0.21904761904761905,138
2015-04-21,645,142.0,1.0,38,17,87,44710.0,3,0.04471,56.3,6.9,2015,4,1,Tuesday,0,0.22015503875968992,142
2015-04-22,568,113.0,0.0,30,7,76,43466.0,3,0.043466,52.6,4.0,2015,4,2,Wednesday,0,0.198943661971831,113
2015-04-23,612,120.0,0.0,15,9,96,44839.0,3,0.044839,44.6,0.4,2015,4,3,Thursday,0,0.19607843137254902,120
2015-04-24,677,151.0,0.0,26,12,113,45733.0,3,0.045733,41.1,0.0,2015,4,4,Friday,0,0.22304283604135894,151
2015-04-25,592,156.0,1.0,27,6,123,34487.0,4,0.034487,44.9,0.0,2015,4,5,Saturday,1,0.2635135135135135,156
2015-04-26,477,141.0,2.0,10,7,124,32995.0,4,0.032995,48.7,0.0,2015,4,6,Sunday,1,0.29559748427672955,141
2015-04-27,558,118.0,0.0,21,10,87,43519.0,4,0.043519,50.1,0.0,2015,4,0,Monday,0,0.2114695340501792,118
2015-04-28,613,123.0,2.0,16,13,94,42429.0,3,0.042429,54.2,0.0,2015,4,1,Tuesday,0,0.200652528548124,123
2015-04-29,679,175.0,0.0,33,23,119,40325.0,3,0.040325,58.8,0.0,2015,4,2,Wednesday,0,0.25773195876288657,175
2015-04-30,640,131.0,1.0,24,15,92,44195.0,3,0.044195,52.0,0.0,2015,4,3,Thursday,0,0.2046875,131
2015-05-01,642,148.0,1.0,20,10,118,36342.0,9,0.036342,49.9,0.0,2015,5,4,Friday,0,0.23052959501557632,148
2015-05-02,540,132.0,0.0,21,15,96,46967.0,8,0.046967,51.8,0.0,2015,5,5,Saturday,1,0.24444444444444444,132
2015-05-03,555,153.0,1.0,19,17,117,43403.0,4,0.043403,57.7,0.0,2015,5,6,Sunday,1,0.2756756756756757,153
2015-05-04,641,156.0,1.0,29,17,110,54612.0,4,0.054612,64.9,0.0,2015,5,0,Monday,0,0.24336973478939158,156
2015-05-05,638,138.0,0.0,25,13,100,55582.0,4,0.055582,68.9,0.0,2015,5,1,Tuesday,0,0.21630094043887146,138
2015-05-06,568,102.0,1.0,24,12,66,55170.0,4,0.05517,63.1,0.0,2015,5,2,Wednesday,0,0.1795774647887324,102
2015-05-07,684,151.0,0.0,33,19,99,61125.0,7,0.061125,62.6,0.0,2015,5,3,Thursday,0,0.22076023391812866,151
2015-05-08,709,172.0,1.0,38,14,120,58813.0,4,0.058813,64.3,0.0,2015,5,4,Friday,0,0.24259520451339917,172
2015-05-09,560,124.0,1.0,17,10,97,127573.0,12,0.127573,59.9,0.0,2015,5,5,Saturday,1,0.22142857142857142,124
2015-05-10,549,193.0,2.0,19,14,160,131681.0,6,0.131681,69.0,0.0,2015,5,6,Sunday,1,0.35154826958105645,193
2015-05-11,645,173.0,1.0,32,15,126,141131.0,4,0.141131,70.1,0.6,2015,5,0,Monday,0,0.2682170542635659,173
2015-05-12,684,176.0,1.0,26,18,132,135262.0,6,0.135262,74.4,0.0,2015,5,1,Tuesday,0,0.2573099415204678,176
2015-05-13,655,157.0,1.0,28,20,109,137811.0,4,0.137811,60.7,0.0,2015,5,2,Wednesday,0,0.23969465648854962,157
2015-05-14,654,172.0,1.0,34,13,125,129794.0,6,0.129794,59.2,0.0,2015,5,3,Thursday,0,0.26299694189602446,172
2015-05-15,723,161.0,1.0,23,22,116,150134.0,4,0.150134,61.6,0.0,2015,5,4,Friday,0,0.22268326417704012,161
2015-05-16,650,180.0,1.0,38,17,125,117327.0,7,0.117327,65.6,6.3,2015,5,5,Saturday,1,0.27692307692307694,180
2015-05-17,543,199.0,1.0,19,25,155,112183.0,6,0.112183,71.5,6.3,2015,5,6,Sunday,1,0.3664825046040516,199
2015-05-18,566,115.0,0.0,26,13,76,138540.0,4,0.13854,62.4,0.0,2015,5,0,Monday,0,0.20318021201413428,115
2015-05-19,607,140.0,1.0,19,9,112,124057.0,10,0.124057,64.4,5.8,2015,5,1,Tuesday,0,0.23064250411861614,140
2015-05-20,666,151.0,1.0,40,21,90,171003.0,6,0.171003,59.7,0.0,2015,5,2,Wednesday,0,0.22672672672672672,151
2015-05-21,615,131.0,1.0,17,9,105,205790.0,7,0.20579,54.1,0.0,2015,5,3,Thursday,0,0.21300813008130082,131
2015-05-22,727,170.0,1.0,30,15,125,216460.0,4,0.21646,61.4,0.0,2015,5,4,Friday,0,0.23383768913342504,170
2015-05-23,546,137.0,0.0,24,10,103,202393.0,4,0.202393,57.2,0.0,2015,5,5,Saturday,1,0.2509157509157509,137
2015-05-24,432,126.0,1.0,14,14,98,188056.0,4,0.188056,64.1,0.0,2015,5,6,Sunday,1,0.2916666666666667,126
2015-05-25,420,121.0,3.0,17,13,91,173801.0,4,0.173801,70.9,0.0,2015,5,0,Monday,0,0.28809523809523807,121
2015-05-26,686,144.0,3.0,26,19,99,201368.0,4,0.201368,73.7,0.0,2015,5,1,Tuesday,0,0.2099125364431487,144
2015-05-27,697,159.0,1.0,34,25,100,129654.0,4,0.129654,74.0,3.3,2015,5,2,Wednesday,0,0.22812051649928264,159
2015-05-28,682,171.0,0.0,28,16,127,61723.0,9,0.061723,74.3,3.8,2015,5,3,Thursday,0,0.250733137829912,171
2015-05-29,813,217.0,0.0,31,16,170,35343.0,4,0.035343,69.6,0.0,2015,5,4,Friday,0,0.26691266912669126,217
2015-05-30,622,182.0,1.0,30,12,140,29318.0,6,0.029318,72.3,0.0,2015,5,5,Saturday,1,0.29260450160771706,182
2015-05-31,555,176.0,1.0,21,11,144,26224.0,2,0.026224,73.1,7.8,2015,5,6,Sunday,1,0.3171171171171171,176
2015-06-01,691,147.0,0.0,27,10,110,34421.0,2,0.034421,62.2,25.3,2015,6,0,Monday,0,0.21273516642547033,147
2015-06-02,642,158.0,1.0,34,18,106,35475.0,2,0.035475,53.3,25.1,2015,6,1,Tuesday,0,0.24610591900311526,158
2015-06-03,658,175.0,2.0,35,16,124,36139.0,2,0.036139,57.3,0.5,2015,6,2,Wednesday,0,0.26595744680851063,175
2015-06-04,552,134.0,2.0,16,18,100,35239.0,5,0.035239,56.7,0.5,2015,6,3,Thursday,0,0.2427536231884058,134
2015-06-05,692,150.0,0.0,30,12,108,36384.0,2,0.036384,58.3,0.3,2015,6,4,Friday,0,0.21676300578034682,150
2015-06-06,598,177.0,0.0,26,10,141,28859.0,5,0.028859,65.5,2.4,2015,6,5,Saturday,1,0.2959866220735786,177
2015-06-07,559,164.0,0.0,23,11,130,21284.0,4,0.021284,61.3,0.0,2015,6,6,Sunday,1,0.29338103756708406,164
2015-06-08,634,163.0,1.0,23,14,126,25093.0,4,0.025093,67.1,1.3,2015,6,0,Monday,0,0.25709779179810727,163
2015-06-09,652,142.0,0.0,18,11,113,26195.0,4,0.026195,71.1,2.6,2015,6,1,Tuesday,0,0.21779141104294478,142
2015-06-10,667,191.0,0.0,32,18,141,27821.0,4,0.027821,69.7,0.0,2015,6,2,Wednesday,0,0.2863568215892054,191
2015-06-11,666,137.0,0.0,30,18,89,27724.0,4,0.027724,76.7,0.0,2015,6,3,Thursday,0,0.2057057057057057,137
2015-06-12,451,115.0,0.0,20,10,85,28641.0,4,0.028641,76.9,0.0,2015,6,4,Friday,0,0.2549889135254989,115
2015-06-13,395,123.0,0.0,21,11,91,25528.0,4,0.025528,76.9,0.0,2015,6,5,Saturday,1,0.31139240506329113,123
2015-06-14,578,158.0,2.0,16,13,129,35322.0,4,0.035322,73.9,0.5,2015,6,6,Sunday,1,0.27335640138408307,158
2015-06-15,506,98.0,1.0,15,7,76,117388.0,9,0.117388,71.9,21.7,2015,6,0,Monday,0,0.19367588932806323,98
2015-06-16,593,145.0,0.0,25,12,108,141803.0,4,0.141803,71.1,8.9,2015,6,1,Tuesday,0,0.24451939291736932,145
2015-06-17,706,174.0,0.0,41,15,118,121143.0,6,0.121143,69.7,0.0,2015,6,2,Wednesday,0,0.24645892351274787,174
2015-06-18,615,163.0,1.0,33,12,118,53378.0,5,0.053378,65.8,0.0,2015,6,3,Thursday,0,0.26504065040650404,163
2015-06-19,732,141.0,0.0,28,12,101,41182.0,2,0.041182,73.0,0.3,2015,6,4,Friday,0,0.19262295081967212,141
2015-06-20,505,160.0,1.0,18,14,128,29141.0,5,0.029141,68.2,0.9,2015,6,5,Saturday,1,0.31683168316831684,160
2015-06-21,620,192.0,0.0,21,17,154,22410.0,4,0.02241,75.7,39.2,2015,6,6,Sunday,1,0.3096774193548387,192
2015-06-22,774,188.0,1.0,28,19,141,28113.0,4,0.028113,75.7,0.0,2015,6,0,Monday,0,0.24289405684754523,188
2015-06-23,703,168.0,1.0,28,22,118,28791.0,4,0.028791,78.9,0.0,2015,6,1,Tuesday,0,0.23897581792318634,168
2015-06-24,778,157.0,1.0,20,21,116,28938.0,4,0.028938,73.5,0.0,2015,6,2,Wednesday,0,0.20179948586118251,157
2015-06-25,670,148.0,0.0,28,17,103,29312.0,4,0.029312,71.9,0.0,2015,6,3,Thursday,0,0.2208955223880597,148
2015-06-26,775,192.0,0.0,33,22,137,30605.0,4,0.030605,71.9,0.1,2015,6,4,Friday,0,0.24774193548387097,192
2015-06-27,595,153.0,2.0,23,14,116,25246.0,3,0.025246,65.6,35.0,2015,6,5,Saturday,1,0.2571428571428571,153
2015-06-28,535,155.0,2.0,18,7,130,20661.0,3,0.020661,67.2,33.3,2015,6,6,Sunday,1,0.2897196261682243,155
2015-06-29,662,143.0,2.0,22,19,102,768.0,4,0.000768,67.7,0.0,2015,6,0,Monday,0,0.21601208459214502,143
2015-06-30,622,148.0,0.0,18,21,109,2180.0,5,0.00218,71.0,0.3,2015,6,1,Tuesday,0,0.2379421221864952,148
2015-07-01,683,178.0,4.0,26,25,127,839.0,4,0.000839,73.7,11.2,2015,7,2,Wednesday,0,0.26061493411420206,178
2015-07-06,598,133.0,2.0,14,16,103,7953.0,10,0.007953,72.5,0.3,2015,7,0,Monday,0,0.22240802675585283,133
2015-07-07,646,175.0,0.0,29,25,121,9094.0,8,0.009094,77.0,4.5,2015,7,1,Tuesday,0,0.2708978328173375,175
2015-07-08,620,125.0,1.0,23,26,76,9379.0,4,0.009379,77.2,8.0,2015,7,2,Wednesday,0,0.20161290322580644,125
2015-07-09,568,152.0,1.0,30,24,98,9437.0,4,0.009437,72.8,3.1,2015,7,3,Thursday,0,0.2676056338028169,152
2015-07-10,709,188.0,0.0,24,20,144,11845.0,17,0.011845,74.8,0.1,2015,7,4,Friday,0,0.2651622002820874,188
2015-07-11,597,152.0,0.0,11,22,119,13600.0,2,0.0136,74.4,0.0,2015,7,5,Saturday,1,0.254606365159129,152
2015-07-12,521,149.0,1.0,15,17,117,11970.0,2,0.01197,76.4,0.1,2015,7,6,Sunday,1,0.28598848368522073,149
2015-07-13,668,182.0,1.0,20,15,147,13138.0,6,0.013138,75.6,0.0,2015,7,0,Monday,0,0.27245508982035926,182
2015-07-14,657,139.0,0.0,32,16,91,11620.0,2,0.01162,72.9,6.6,2015,7,1,Tuesday,0,0.2115677321156773,139
2015-07-15,612,150.0,0.0,27,28,95,11582.0,2,0.011582,74.6,1.8,2015,7,2,Wednesday,0,0.24509803921568626,150
2015-07-16,686,169.0,0.0,31,26,112,13301.0,2,0.013301,70.6,0.0,2015,7,3,Thursday,0,0.24635568513119532,169
2015-07-17,659,149.0,1.0,29,10,110,13413.0,2,0.013413,69.9,0.0,2015,7,4,Friday,0,0.22610015174506828,149
2015-07-18,561,139.0,1.0,20,18,101,13453.0,2,0.013453,75.7,2.8,2015,7,5,Saturday,1,0.24777183600713013,139
2015-07-19,546,155.0,1.0,15,12,128,15289.0,2,0.015289,81.0,0.0,2015,7,6,Sunday,1,0.2838827838827839,155
2015-07-20,728,177.0,0.0,26,29,122,12904.0,2,0.012904,83.6,0.2,2015,7,0,Monday,0,0.24313186813186813,177
2015-07-21,606,131.0,0.0,15,15,101,34569.0,3,0.034569,81.5,0.3,2015,7,1,Tuesday,0,0.21617161716171618,131
2015-07-22,618,149.0,1.0,20,21,108,15068.0,3,0.015068,75.9,0.0,2015,7,2,Wednesday,0,0.24110032362459546,149
2015-07-23,623,167.0,0.0,27,19,121,14193.0,3,0.014193,73.8,0.0,2015,7,3,Thursday,0,0.2680577849117175,167
2015-07-24,490,115.0,1.0,18,14,83,12101.0,4,0.012101,74.0,0.0,2015,7,4,Friday,0,0.23469387755102042,115
2015-07-25,451,122.0,0.0,10,19,93,12076.0,2,0.012076,74.4,0.0,2015,7,5,Saturday,1,0.270509977827051,122
2015-07-26,551,191.0,1.0,16,16,159,10447.0,2,0.010447,77.8,0.0,2015,7,6,Sunday,1,0.3466424682395644,191
2015-07-27,626,146.0,0.0,13,18,115,11463.0,2,0.011463,74.8,18.3,2015,7,0,Monday,0,0.23322683706070288,146
2015-07-28,643,153.0,1.0,26,12,115,12091.0,2,0.012091,79.0,0.0,2015,7,1,Tuesday,0,0.2379471228615863,153
2015-07-29,630,168.0,1.0,28,16,124,12691.0,3,0.012691,81.2,0.0,2015,7,2,Wednesday,0,0.26666666666666666,168
2015-07-30,717,159.0,0.0,27,15,117,10569.0,5,0.010569,79.0,8.9,2015,7,3,Thursday,0,0.2217573221757322,159
2015-07-31,753,189.0,0.0,35,17,137,11057.0,3,0.011057,78.2,0.0,2015,7,4,Friday,0,0.250996015936255,189
